ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
42,Student_42,5.5,99,45.3,D,Pass,53.45
276,Student_276,5.5,98,83.6,B,Pass,72.29999999999998
979,Student_979,5.5,52,88.2,B,Pass,60.8
154,Student_154,5.4,98,84.2,B,Pass,72.58
424,Student_424,5.4,70,46.8,D,Pass,45.48
96,Student_96,5.4,98,77.2,B,Pass,69.08
234,Student_234,5.4,68,47.3,D,Pass,45.13
624,Student_624,5.4,96,70.3,C,Pass,65.03
579,Student_579,5.4,52,94.4,A,Pass,63.88
583,Student_583,5.4,70,66.8,C,Pass,55.48
456,Student_456,5.4,89,49.9,D,Pass,52.73
922,Student_922,5.4,67,84.3,B,Pass,63.33
341,Student_341,5.4,66,84.1,B,Pass,62.92999999999999
339,Student_339,5.3,78,53.2,D,Pass,51.06
596,Student_596,5.3,63,57.5,D,Pass,48.71
700,Student_700,5.3,99,69.6,C,Pass,65.56
342,Student_342,5.3,84,99.9,A,Pass,76.21000000000001
970,Student_970,5.3,81,70.2,C,Pass,60.46000000000001
90,Student_90,5.2,81,58.7,D,Pass,54.690000000000005
858,Student_858,5.2,96,53.7,D,Pass,56.69
287,Student_287,5.2,68,87.0,B,Pass,64.94
627,Student_627,5.2,59,54.4,D,Pass,45.94
526,Student_526,5.2,57,51.2,D,Pass,43.74
713,Student_713,5.2,96,97.3,A,Pass,78.49
741,Student_741,5.2,54,92.4,A,Pass,63.440000000000005
789,Student_789,5.2,82,44.3,D,Pass,47.79
458,Student_458,5.2,99,85.4,B,Pass,73.44000000000001
495,Student_495,5.2,57,94.4,A,Pass,65.34
363,Student_363,5.1,70,96.4,A,Pass,70.22
862,Student_862,5.1,65,72.0,C,Pass,56.52
832,Student_832,5.1,93,70.3,C,Pass,64.07
25,Student_25,5.1,81,49.1,D,Pass,49.870000000000005
539,Student_539,5.1,52,50.4,D,Pass,41.82
581,Student_581,5.1,67,73.6,C,Pass,57.92
809,Student_809,5.1,57,41.4,D,Pass,38.82
606,Student_606,5.1,74,92.4,A,Pass,69.42
483,Student_483,5.1,60,87.6,B,Pass,62.82
491,Student_491,5.1,81,81.8,B,Pass,66.22
830,Student_830,5.1,95,85.7,B,Pass,72.36999999999999
40,Student_40,5.0,97,55.8,D,Pass,58.0
416,Student_416,5.0,71,55.4,D,Pass,50.0
1000,Student_1000,5.0,93,54.8,D,Pass,56.3
864,Student_864,5.0,85,47.8,D,Pass,50.4
427,Student_427,5.0,67,55.1,D,Pass,48.65
636,Student_636,5.0,90,75.9,B,Pass,65.95
311,Student_311,5.0,59,61.3,C,Pass,49.35
739,Student_739,5.0,63,94.8,A,Pass,67.3
988,Student_988,4.9,98,77.8,B,Pass,69.28
247,Student_247,4.9,76,83.7,B,Pass,65.63000000000001
568,Student_568,4.9,85,70.3,C,Pass,61.63
344,Student_344,4.9,90,78.6,B,Pass,67.28
655,Student_655,4.9,77,82.2,B,Pass,65.18
916,Student_916,4.9,73,40.5,D,Pass,43.13
398,Student_398,4.9,78,42.0,D,Pass,45.38
19,Student_19,4.9,64,60.9,C,Pass,50.63
955,Student_955,4.8,67,56.9,D,Pass,49.51
98,Student_98,4.8,93,49.1,D,Pass,53.41
905,Student_905,4.8,73,68.6,C,Pass,57.16
925,Student_925,4.8,59,70.3,C,Pass,53.81
836,Student_836,4.8,72,43.5,D,Pass,44.31
512,Student_512,4.8,63,99.0,A,Pass,69.36
692,Student_692,4.8,99,95.9,A,Pass,78.61
329,Student_329,4.8,96,60.1,C,Pass,59.81
131,Student_131,4.8,86,40.7,D,Pass,47.11000000000001
453,Student_453,4.8,69,87.2,B,Pass,65.25999999999999
126,Student_126,4.8,98,62.1,C,Pass,61.41
805,Student_805,4.8,58,42.3,D,Pass,39.51
392,Student_392,4.7,64,56.3,D,Pass,48.28999999999999
846,Student_846,4.7,53,69.3,C,Pass,51.49
874,Student_874,4.7,60,69.0,C,Pass,53.44
914,Student_914,4.7,53,52.6,D,Pass,43.14
107,Student_107,4.7,54,54.4,D,Pass,44.34
714,Student_714,4.7,83,89.3,B,Pass,70.49
317,Student_317,4.7,63,43.9,D,Pass,41.78999999999999
527,Student_527,4.7,78,91.5,A,Pass,70.09
675,Student_675,4.7,98,59.9,D,Pass,60.28999999999999
894,Student_894,4.6,96,91.2,A,Pass,75.32000000000001
818,Student_818,4.6,54,76.2,B,Pass,55.22
865,Student_865,4.6,79,87.4,B,Pass,68.32000000000001
573,Student_573,4.6,55,96.3,A,Pass,65.57000000000001
345,Student_345,4.6,88,65.3,C,Pass,59.97
824,Student_824,4.6,85,63.1,C,Pass,57.97
788,Student_788,4.6,74,60.4,C,Pass,53.32
556,Student_556,4.6,53,80.6,B,Pass,57.12
678,Student_678,4.6,61,76.6,B,Pass,57.52
774,Student_774,4.6,60,62.3,C,Pass,50.07
366,Student_366,4.5,86,92.4,A,Pass,72.9
737,Student_737,4.5,80,40.6,D,Pass,45.2
747,Student_747,4.5,55,48.5,D,Pass,41.65
228,Student_228,4.5,76,62.3,C,Pass,54.85
178,Student_178,4.5,74,49.0,D,Pass,47.6
252,Student_252,4.5,94,99.1,A,Pass,78.65
361,Student_361,4.5,77,71.1,C,Pass,59.54999999999999
964,Student_964,4.5,95,98.7,A,Pass,78.75
407,Student_407,4.5,63,79.8,B,Pass,59.7
61,Student_61,4.5,52,88.4,B,Pass,60.7
567,Student_567,4.5,83,70.8,C,Pass,61.2
871,Student_871,4.4,75,48.9,D,Pass,47.830000000000005
466,Student_466,4.4,82,99.1,A,Pass,75.02999999999999
349,Student_349,4.4,60,64.6,C,Pass,51.18
910,Student_910,4.4,98,58.0,D,Pass,59.28
449,Student_449,4.4,64,70.8,C,Pass,55.48
443,Student_443,4.4,73,80.1,B,Pass,62.83
640,Student_640,4.4,57,80.2,B,Pass,58.080000000000005
1,Student_1,4.4,96,59.5,D,Pass,59.43
517,Student_517,4.4,61,65.6,C,Pass,51.98
283,Student_283,4.4,94,84.0,B,Pass,71.08
522,Student_522,4.4,68,83.2,B,Pass,62.88
956,Student_956,4.4,52,88.2,B,Pass,60.580000000000005
740,Student_740,4.4,97,76.8,B,Pass,68.38
658,Student_658,4.3,55,46.3,D,Pass,40.51
393,Student_393,4.3,76,85.6,B,Pass,66.46
244,Student_244,4.3,74,85.3,B,Pass,65.71
623,Student_623,4.3,72,75.6,B,Pass,60.25999999999999
626,Student_626,4.3,60,44.7,D,Pass,41.21
161,Student_161,4.3,98,97.3,A,Pass,78.91
139,Student_139,4.3,83,52.9,D,Pass,52.21
444,Student_444,4.3,90,67.7,C,Pass,61.71
838,Student_838,4.3,65,56.2,D,Pass,48.46
24,Student_24,4.3,96,64.0,C,Pass,61.66
224,Student_224,4.3,52,47.7,D,Pass,40.31
608,Student_608,4.3,51,82.2,B,Pass,57.26
966,Student_966,4.2,53,61.5,C,Pass,47.49
64,Student_64,4.2,89,44.9,D,Pass,49.99
429,Student_429,4.2,96,73.7,C,Pass,66.49000000000001
565,Student_565,4.2,90,78.6,B,Pass,67.14
269,Student_269,4.2,61,92.4,A,Pass,65.34
79,Student_79,4.2,94,70.2,C,Pass,64.14
496,Student_496,4.2,57,56.6,D,Pass,46.24
735,Student_735,4.2,50,61.7,C,Pass,46.690000000000005
331,Student_331,4.2,81,82.5,B,Pass,66.39
294,Student_294,4.2,77,97.5,A,Pass,72.69
546,Student_546,4.2,82,67.0,C,Pass,58.94
661,Student_661,4.2,99,79.1,B,Pass,70.09
995,Student_995,4.2,57,56.6,D,Pass,46.24
908,Student_908,4.1,73,81.6,B,Pass,63.52
395,Student_395,4.1,99,86.6,B,Pass,73.82
594,Student_594,4.1,93,56.8,D,Pass,57.12
196,Student_196,4.1,64,50.4,D,Pass,45.22
195,Student_195,4.1,58,51.1,D,Pass,43.77
784,Student_784,4.1,64,49.3,D,Pass,44.67
181,Student_181,4.1,63,80.8,B,Pass,60.12
769,Student_769,4.1,62,91.5,A,Pass,65.16999999999999
827,Student_827,4.1,97,49.2,D,Pass,54.52
828,Student_828,4.1,72,70.3,C,Pass,57.57
715,Student_715,4.1,50,40.1,D,Pass,35.87
570,Student_570,4.1,64,42.0,D,Pass,41.02
820,Student_820,4.0,97,99.0,A,Pass,79.39999999999999
83,Student_83,4.0,84,70.3,C,Pass,61.14999999999999
584,Student_584,4.0,64,67.6,C,Pass,53.8
418,Student_418,4.0,73,51.9,D,Pass,48.64999999999999
823,Student_823,4.0,93,63.4,C,Pass,60.39999999999999
282,Student_282,4.0,73,73.3,C,Pass,59.35
981,Student_981,4.0,57,71.2,C,Pass,53.5
703,Student_703,4.0,99,47.9,D,Pass,54.45
754,Student_754,4.0,58,47.4,D,Pass,41.89999999999999
134,Student_134,4.0,88,41.2,D,Pass,47.8
60,Student_60,3.9,83,92.1,A,Pass,71.72999999999999
123,Student_123,3.9,64,93.2,A,Pass,66.58
707,Student_707,3.9,78,64.7,C,Pass,56.53
167,Student_167,3.9,84,90.5,A,Pass,71.23
376,Student_376,3.9,84,66.2,C,Pass,59.08
405,Student_405,3.9,74,94.0,A,Pass,69.98
254,Student_254,3.9,80,42.6,D,Pass,46.08
217,Student_217,3.9,66,57.6,D,Pass,49.38
411,Student_411,3.9,69,43.1,D,Pass,43.03
644,Student_644,3.9,69,71.0,C,Pass,56.98
642,Student_642,3.9,61,92.7,A,Pass,65.43
308,Student_308,3.9,61,81.7,B,Pass,59.93000000000001
136,Student_136,3.9,73,85.6,B,Pass,65.47999999999999
86,Student_86,3.9,79,97.8,A,Pass,73.38
691,Student_691,3.9,92,70.3,C,Pass,63.53
85,Student_85,3.8,83,48.1,D,Pass,49.71
103,Student_103,3.8,79,99.7,A,Pass,74.31
47,Student_47,3.8,79,66.8,C,Pass,57.85999999999999
762,Student_762,3.8,95,80.4,B,Pass,69.46000000000001
503,Student_503,3.8,69,49.1,D,Pass,46.01
742,Student_742,3.7,90,83.4,B,Pass,69.44
144,Student_144,3.7,69,97.6,A,Pass,70.24
17,Student_17,3.7,74,67.0,C,Pass,56.440000000000005
968,Student_968,3.7,87,47.4,D,Pass,50.54
917,Student_917,3.7,68,70.3,C,Pass,56.29
37,Student_37,3.7,56,82.5,B,Pass,58.79
251,Student_251,3.7,92,72.7,C,Pass,64.69
20,Student_20,3.6,75,79.9,B,Pass,63.17
289,Student_289,3.6,56,40.3,D,Pass,37.67
417,Student_417,3.6,51,79.3,B,Pass,55.67
965,Student_965,3.6,68,76.2,B,Pass,59.22
270,Student_270,3.6,88,78.2,B,Pass,66.22
23,Student_23,3.6,75,70.3,C,Pass,58.37
467,Student_467,3.6,62,86.3,B,Pass,62.47
111,Student_111,3.6,52,46.1,D,Pass,39.37
697,Student_697,3.6,72,60.7,C,Pass,52.67
145,Student_145,3.6,78,69.3,C,Pass,58.77
670,Student_670,3.6,84,68.3,C,Pass,60.06999999999999
657,Student_657,3.6,64,70.7,C,Pass,55.27
897,Student_897,3.6,70,93.6,A,Pass,68.52
936,Student_936,3.5,66,64.4,C,Pass,52.7
150,Student_150,3.5,92,45.9,D,Pass,51.25
237,Student_237,3.5,77,78.7,B,Pass,63.150000000000006
387,Student_387,3.5,95,56.9,D,Pass,57.650000000000006
602,Student_602,3.5,90,83.6,B,Pass,69.5
493,Student_493,3.5,99,59.0,D,Pass,59.900000000000006
488,Student_488,3.5,58,94.9,A,Pass,65.55
324,Student_324,3.5,56,56.2,D,Pass,45.60000000000001
528,Student_528,3.5,81,89.1,B,Pass,69.55
688,Student_688,3.5,88,88.2,B,Pass,71.2
380,Student_380,3.5,61,76.6,B,Pass,57.3
65,Student_65,3.5,75,64.2,C,Pass,55.3
618,Student_618,3.5,50,84.6,B,Pass,58.0
941,Student_941,3.5,84,96.9,A,Pass,74.35000000000001
872,Student_872,3.4,74,67.8,C,Pass,56.78
225,Student_225,3.4,89,60.3,C,Pass,57.53
310,Student_310,3.4,66,77.2,B,Pass,59.080000000000005
927,Student_927,3.4,99,86.1,B,Pass,73.43
62,Student_62,3.4,86,87.4,B,Pass,70.18
993,Student_993,3.4,81,70.7,C,Pass,60.330000000000005
639,Student_639,3.4,69,94.6,A,Pass,68.68
912,Student_912,3.4,76,88.3,B,Pass,67.63000000000001
976,Student_976,3.4,86,54.5,D,Pass,53.73
930,Student_930,3.3,98,90.8,A,Pass,75.46
909,Student_909,3.3,65,48.1,D,Pass,44.21
320,Student_320,3.3,61,73.6,C,Pass,55.75999999999999
709,Student_709,3.3,87,82.8,B,Pass,68.16
142,Student_142,3.3,53,98.6,A,Pass,65.85999999999999
45,Student_45,3.3,67,58.3,D,Pass,49.91
783,Student_783,3.3,56,60.8,C,Pass,47.86
185,Student_185,3.3,90,44.3,D,Pass,49.81
630,Student_630,3.3,65,75.0,B,Pass,57.66
682,Student_682,3.3,73,40.3,D,Pass,42.71
580,Student_580,3.3,94,80.2,B,Pass,68.96
989,Student_989,3.2,51,43.3,D,Pass,37.59
963,Student_963,3.2,73,78.4,B,Pass,61.74
538,Student_538,3.2,90,60.1,C,Pass,57.69
226,Student_226,3.2,83,95.7,A,Pass,73.39
586,Student_586,3.2,84,72.8,C,Pass,62.24
667,Student_667,3.2,75,44.3,D,Pass,45.29
106,Student_106,3.2,69,99.0,A,Pass,70.84
694,Student_694,3.2,93,45.2,D,Pass,51.14
763,Student_763,3.2,53,56.5,D,Pass,44.79
190,Student_190,3.2,52,61.2,C,Pass,46.84
330,Student_330,3.2,64,87.1,B,Pass,63.39
152,Student_152,3.2,75,49.0,D,Pass,47.64
156,Student_156,3.2,55,62.6,C,Pass,48.44
890,Student_890,3.2,50,74.4,C,Pass,52.84
638,Student_638,3.2,54,45.6,D,Pass,39.64
664,Student_664,3.1,58,84.6,B,Pass,60.31999999999999
543,Student_543,3.1,84,54.4,D,Pass,53.02
125,Student_125,3.1,64,51.7,D,Pass,45.67
109,Student_109,3.1,79,47.3,D,Pass,47.96999999999999
777,Student_777,3.1,56,81.3,B,Pass,58.07
745,Student_745,3.1,51,44.0,D,Pass,37.92
159,Student_159,3.1,96,87.1,B,Pass,72.97
888,Student_888,3.1,53,89.7,B,Pass,61.37
216,Student_216,3.1,62,87.9,B,Pass,63.17
881,Student_881,3.1,80,63.2,C,Pass,56.22
132,Student_132,3.0,92,65.0,C,Pass,60.7
214,Student_214,3.0,77,42.5,D,Pass,44.95
880,Student_880,3.0,62,85.7,B,Pass,62.05
174,Student_174,3.0,84,78.2,B,Pass,64.89999999999999
469,Student_469,3.0,71,43.9,D,Pass,43.85
831,Student_831,3.0,99,90.0,A,Pass,75.3
14,Student_14,2.9,57,52.1,D,Pass,43.73
853,Student_853,2.9,53,52.1,D,Pass,42.53
562,Student_562,2.9,98,53.6,D,Pass,56.78
974,Student_974,2.9,85,44.3,D,Pass,48.23
298,Student_298,2.9,78,58.3,D,Pass,53.13
643,Student_643,2.9,50,74.3,C,Pass,52.73
901,Student_901,2.9,75,70.6,C,Pass,58.38
622,Student_622,2.9,94,80.1,B,Pass,68.83
607,Student_607,2.9,69,46.8,D,Pass,44.67999999999999
945,Student_945,2.9,60,58.0,D,Pass,47.58
27,Student_27,2.8,65,95.6,A,Pass,67.86
58,Student_58,2.8,93,62.8,C,Pass,59.86
72,Student_72,2.8,78,48.0,D,Pass,47.96
235,Student_235,2.8,65,70.3,C,Pass,55.21
729,Student_729,2.8,76,70.3,C,Pass,58.510000000000005
855,Student_855,2.8,95,42.4,D,Pass,50.260000000000005
369,Student_369,2.8,68,88.2,B,Pass,65.06
896,Student_896,2.8,71,90.8,A,Pass,67.26
16,Student_16,2.7,67,45.8,D,Pass,43.54
669,Student_669,2.7,50,61.7,C,Pass,46.39
690,Student_690,2.7,96,70.8,C,Pass,64.74
856,Student_856,2.7,76,68.5,C,Pass,57.59
621,Student_621,2.7,85,91.1,A,Pass,71.59
118,Student_118,2.7,86,58.4,D,Pass,55.54
494,Student_494,2.7,61,91.4,A,Pass,64.54
168,Student_168,2.7,99,42.3,D,Pass,51.38999999999999
599,Student_599,2.7,54,88.3,B,Pass,60.88999999999999
50,Student_50,2.7,67,95.2,A,Pass,68.24000000000001
240,Student_240,2.6,90,91.7,A,Pass,73.36999999999999
953,Student_953,2.6,56,57.7,D,Pass,46.17000000000001
176,Student_176,2.6,62,44.0,D,Pass,41.12
785,Student_785,2.6,70,41.5,D,Pass,42.27
722,Student_722,2.6,66,46.9,D,Pass,43.77
343,Student_343,2.6,62,96.0,A,Pass,67.11999999999999
318,Student_318,2.6,96,74.8,C,Pass,66.71999999999998
603,Student_603,2.6,96,58.3,D,Pass,58.47
598,Student_598,2.6,86,85.2,B,Pass,68.92
388,Student_388,2.6,74,55.7,D,Pass,50.57
886,Student_886,2.6,85,98.8,A,Pass,75.42
903,Student_903,2.6,64,95.6,A,Pass,67.52
15,Student_15,2.6,74,72.1,C,Pass,58.77
671,Student_671,2.6,55,42.7,D,Pass,38.370000000000005
868,Student_868,2.6,98,56.5,D,Pass,58.17
593,Student_593,2.6,91,95.1,A,Pass,75.36999999999999
843,Student_843,2.6,60,48.4,D,Pass,42.720000000000006
834,Student_834,2.6,94,55.6,D,Pass,56.52
506,Student_506,2.5,55,45.0,D,Pass,39.5
255,Student_255,2.5,72,49.9,D,Pass,47.05
203,Student_203,2.5,64,98.1,A,Pass,68.75
683,Student_683,2.5,92,40.5,D,Pass,48.35
935,Student_935,2.5,70,64.5,C,Pass,53.75
959,Student_959,2.5,90,94.4,A,Pass,74.7
32,Student_32,2.5,70,45.3,D,Pass,44.15
601,Student_601,2.5,94,97.8,A,Pass,77.6
112,Student_112,2.5,94,81.5,B,Pass,69.45
730,Student_730,2.5,57,44.8,D,Pass,40.0
731,Student_731,2.5,74,61.3,C,Pass,53.35
354,Student_354,2.5,69,51.1,D,Pass,46.75
668,Student_668,2.4,78,70.3,C,Pass,59.03
666,Student_666,2.4,69,78.0,B,Pass,60.18
867,Student_867,2.4,51,87.7,B,Pass,59.63
520,Student_520,2.4,94,73.6,C,Pass,65.48
761,Student_761,2.4,87,65.8,C,Pass,59.48
590,Student_590,2.4,97,65.4,C,Pass,62.28
699,Student_699,2.4,65,92.5,A,Pass,66.23
876,Student_876,2.4,80,70.3,C,Pass,59.63
5,Student_5,2.4,68,79.7,B,Pass,60.73
791,Student_791,2.4,81,58.7,D,Pass,54.13
802,Student_802,2.4,59,70.3,C,Pass,53.32999999999999
210,Student_210,2.4,55,76.9,B,Pass,55.43
6,Student_6,2.4,57,73.5,C,Pass,54.32999999999999
319,Student_319,2.4,78,73.7,C,Pass,60.73
153,Student_153,2.3,90,59.5,D,Pass,57.21
776,Student_776,2.3,73,82.3,B,Pass,63.51
22,Student_22,2.3,94,95.6,A,Pass,76.46
755,Student_755,2.3,62,73.5,C,Pass,55.81
845,Student_845,2.3,64,77.6,B,Pass,58.46
727,Student_727,2.3,98,65.1,C,Pass,62.41
67,Student_67,2.3,93,81.7,B,Pass,69.21
931,Student_931,2.3,84,76.8,B,Pass,64.05999999999999
920,Student_920,2.3,59,57.7,D,Pass,47.01
431,Student_431,2.3,87,46.9,D,Pass,50.01
577,Student_577,2.3,100,70.3,C,Pass,65.61
833,Student_833,2.3,92,58.1,D,Pass,57.11
263,Student_263,2.3,67,72.5,C,Pass,56.81
180,Student_180,2.2,53,70.7,C,Pass,51.69
947,Student_947,2.2,58,70.0,C,Pass,52.84
998,Student_998,2.2,99,90.4,A,Pass,75.34
589,Student_589,2.2,85,46.6,D,Pass,49.24
591,Student_591,2.2,79,42.5,D,Pass,45.39
588,Student_588,2.2,57,98.6,A,Pass,66.83999999999999
540,Student_540,2.2,77,82.7,B,Pass,64.89
557,Student_557,2.2,77,59.5,D,Pass,53.28999999999999
704,Student_704,2.2,70,56.5,D,Pass,49.69
563,Student_563,2.2,100,90.2,A,Pass,75.53999999999999
91,Student_91,2.1,81,70.4,C,Pass,59.92
656,Student_656,2.1,96,54.2,D,Pass,56.32
939,Student_939,2.1,86,46.7,D,Pass,49.57000000000001
430,Student_430,2.1,80,71.4,C,Pass,60.120000000000005
645,Student_645,2.1,77,65.8,C,Pass,56.42
460,Student_460,2.1,51,52.3,D,Pass,41.87
461,Student_461,2.1,82,92.7,A,Pass,71.37
773,Student_773,2.1,94,74.9,C,Pass,66.07000000000001
813,Student_813,2.1,77,94.0,A,Pass,70.52
751,Student_751,2.1,74,69.2,C,Pass,57.22
41,Student_41,2.1,57,61.6,C,Pass,48.32
381,Student_381,2.1,67,48.1,D,Pass,44.57
605,Student_605,2.1,88,56.9,D,Pass,55.27
133,Student_133,2.1,55,68.9,C,Pass,51.370000000000005
719,Student_719,2.1,79,43.6,D,Pass,45.92
295,Student_295,2.1,64,62.1,C,Pass,50.67
80,Student_80,2.0,91,63.9,C,Pass,59.65
455,Student_455,2.0,59,55.5,D,Pass,45.85
983,Student_983,2.0,55,86.5,B,Pass,60.15
100,Student_100,2.0,93,86.8,B,Pass,71.7
677,Student_677,2.0,63,51.8,D,Pass,45.2
547,Student_547,2.0,56,84.9,B,Pass,59.65
695,Student_695,2.0,87,77.0,B,Pass,65.0
810,Student_810,2.0,97,85.4,B,Pass,72.2
334,Student_334,2.0,72,66.4,C,Pass,55.2
771,Student_771,2.0,72,65.9,C,Pass,54.95
182,Student_182,2.0,86,42.5,D,Pass,47.45
124,Student_124,2.0,58,67.0,C,Pass,51.3
635,Student_635,2.0,79,89.9,B,Pass,69.05000000000001
401,Student_401,1.9,52,70.3,C,Pass,51.13
340,Student_340,1.9,53,75.9,B,Pass,54.23
371,Student_371,1.9,52,69.0,C,Pass,50.48
207,Student_207,1.9,97,62.9,C,Pass,60.93
260,Student_260,1.9,79,70.4,C,Pass,59.28000000000001
889,Student_889,1.9,56,70.3,C,Pass,52.330000000000005
665,Student_665,1.9,86,70.4,C,Pass,61.38
434,Student_434,1.9,94,44.1,D,Pass,50.63
884,Student_884,1.9,91,74.6,C,Pass,64.97999999999999
38,Student_38,1.9,58,42.2,D,Pass,38.88
223,Student_223,1.8,100,79.4,B,Pass,70.06
435,Student_435,1.8,74,82.5,B,Pass,63.81
900,Student_900,1.8,58,66.9,C,Pass,51.21
410,Student_410,1.8,93,96.2,A,Pass,76.36
284,Student_284,1.8,84,77.0,B,Pass,64.06
651,Student_651,1.8,86,70.3,C,Pass,61.31
57,Student_57,1.8,84,89.0,B,Pass,70.06
202,Student_202,1.8,73,44.9,D,Pass,44.71
373,Student_373,1.8,87,44.8,D,Pass,48.86
300,Student_300,1.8,53,99.8,A,Pass,66.16
441,Student_441,1.8,71,96.7,A,Pass,70.01
996,Student_996,1.8,87,82.4,B,Pass,67.66
191,Student_191,1.8,74,57.8,D,Pass,51.46
604,Student_604,1.8,63,89.8,B,Pass,64.16
165,Student_165,1.8,98,66.3,C,Pass,62.91
423,Student_423,1.8,57,61.0,C,Pass,47.96
450,Student_450,1.8,65,88.4,B,Pass,64.06
847,Student_847,1.8,70,64.1,C,Pass,53.41
477,Student_477,1.7,64,62.8,C,Pass,50.94
312,Student_312,1.7,50,87.7,B,Pass,59.190000000000005
110,Student_110,1.7,98,58.2,D,Pass,58.84
984,Student_984,1.7,90,56.3,D,Pass,55.49
614,Student_614,1.7,51,58.1,D,Pass,44.690000000000005
961,Student_961,1.7,60,68.6,C,Pass,52.64
69,Student_69,1.7,64,98.5,A,Pass,68.79
78,Student_78,1.7,65,50.5,D,Pass,45.09
437,Student_437,1.7,87,44.9,D,Pass,48.89
440,Student_440,1.7,60,49.9,D,Pass,43.290000000000006
673,Student_673,1.7,54,56.6,D,Pass,44.84
587,Student_587,1.7,75,62.8,C,Pass,54.24
498,Student_498,1.7,77,48.4,D,Pass,47.64
860,Student_860,1.6,84,94.6,A,Pass,72.82
370,Student_370,1.6,54,67.5,C,Pass,50.27
84,Student_84,1.6,91,41.5,D,Pass,48.37
33,Student_33,1.6,71,85.3,B,Pass,64.27
375,Student_375,1.6,83,69.8,C,Pass,60.12
705,Student_705,1.6,50,63.7,C,Pass,47.17
723,Student_723,1.6,75,63.0,C,Pass,54.32
355,Student_355,1.6,71,61.7,C,Pass,52.470000000000006
851,Student_851,1.6,83,74.2,C,Pass,62.32
425,Student_425,1.5,67,49.1,D,Pass,44.95
529,Student_529,1.5,100,72.4,C,Pass,66.5
819,Student_819,1.5,83,70.3,C,Pass,60.35
7,Student_7,1.5,80,83.8,B,Pass,66.2
978,Student_978,1.5,85,89.4,B,Pass,70.5
617,Student_617,1.5,54,58.0,D,Pass,45.5
459,Student_459,1.5,82,71.2,C,Pass,60.5
301,Student_301,1.5,69,62.1,C,Pass,52.05
702,Student_702,1.5,57,99.6,A,Pass,67.19999999999999
149,Student_149,1.5,59,90.7,A,Pass,63.35
30,Student_30,1.4,72,71.3,C,Pass,57.53
59,Student_59,1.4,94,92.7,A,Pass,74.83
515,Student_515,1.4,61,50.0,D,Pass,43.58
335,Student_335,1.4,75,48.8,D,Pass,47.18
473,Student_473,1.4,88,69.9,C,Pass,61.63
348,Student_348,1.4,78,47.1,D,Pass,47.23
600,Student_600,1.4,87,41.1,D,Pass,46.93
611,Student_611,1.4,66,54.5,D,Pass,47.33
958,Student_958,1.4,88,64.3,C,Pass,58.83
487,Student_487,1.4,55,63.8,C,Pass,48.68
169,Student_169,1.4,67,94.1,A,Pass,67.42999999999999
336,Student_336,1.4,83,59.7,D,Pass,55.03
975,Student_975,1.3,89,81.0,B,Pass,67.46000000000001
558,Student_558,1.3,93,81.2,B,Pass,68.76
857,Student_857,1.3,78,72.6,C,Pass,59.96
291,Student_291,1.3,90,42.1,D,Pass,48.31
292,Student_292,1.3,81,84.7,B,Pass,66.91000000000001
101,Student_101,1.3,96,70.3,C,Pass,64.21
765,Student_765,1.3,68,87.3,B,Pass,64.31
146,Student_146,1.3,100,46.6,D,Pass,53.56
43,Student_43,1.3,72,96.2,A,Pass,69.96000000000001
629,Student_629,1.3,63,42.1,D,Pass,40.21
286,Student_286,1.3,55,61.3,C,Pass,47.41
902,Student_902,1.2,58,77.6,B,Pass,56.44
641,Student_641,1.2,92,89.8,B,Pass,72.74
926,Student_926,1.2,82,85.2,B,Pass,67.44
937,Student_937,1.2,71,44.0,D,Pass,43.54
372,Student_372,1.2,50,48.0,D,Pass,39.24
883,Student_883,1.2,98,69.5,C,Pass,64.39
313,Student_313,1.2,71,45.6,D,Pass,44.34
378,Student_378,1.2,74,85.9,B,Pass,65.39
238,Student_238,1.2,82,57.2,D,Pass,53.440000000000005
795,Student_795,1.2,87,53.1,D,Pass,52.89
357,Student_357,1.2,76,41.6,D,Pass,43.84
11,Student_11,1.2,86,97.5,A,Pass,74.78999999999999
99,Student_99,1.2,65,43.7,D,Pass,41.59
875,Student_875,1.2,56,91.8,A,Pass,62.940000000000005
516,Student_516,1.2,72,92.9,A,Pass,68.28999999999999
879,Student_879,1.2,88,52.2,D,Pass,52.74
457,Student_457,1.1,81,59.8,D,Pass,54.42
471,Student_471,1.1,51,70.3,C,Pass,50.67
129,Student_129,1.1,61,84.0,B,Pass,60.52
333,Student_333,1.1,60,71.0,C,Pass,53.72
408,Student_408,1.1,56,97.8,A,Pass,65.92
946,Student_946,1.1,59,44.6,D,Pass,40.22
172,Student_172,1.1,52,79.6,B,Pass,55.62
245,Student_245,1.1,91,67.6,C,Pass,61.31999999999999
899,Student_899,1.1,77,93.0,A,Pass,69.82
206,Student_206,1.1,54,77.5,B,Pass,55.17
841,Student_841,1.1,74,60.8,C,Pass,52.81999999999999
564,Student_564,1.1,81,56.8,D,Pass,52.92
822,Student_822,1.0,64,97.7,A,Pass,68.25
73,Student_73,1.0,71,91.7,A,Pass,67.35000000000001
209,Student_209,1.0,67,47.3,D,Pass,43.95
