ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
492,Student_492,6.6,90,87.6,B,Pass,72.11999999999999
493,Student_493,3.5,99,59.0,D,Pass,59.900000000000006
494,Student_494,2.7,61,91.4,A,Pass,64.54
495,Student_495,5.2,57,94.4,A,Pass,65.34
496,Student_496,4.2,57,56.6,D,Pass,46.24
497,Student_497,6.3,99,99.0,A,Pass,80.46000000000001
498,Student_498,1.7,77,48.4,D,Pass,47.64
499,Student_499,9.8,69,52.1,D,Pass,48.71
500,Student_500,9.9,96,51.1,D,Pass,56.32999999999999
501,Student_501,7.3,56,93.6,A,Pass,65.05999999999999
502,Student_502,5.8,60,79.3,B,Pass,58.809999999999995
503,Student_503,3.8,69,49.1,D,Pass,46.01
504,Student_504,8.3,65,66.4,C,Pass,54.36
505,Student_505,7.2,53,76.9,B,Pass,55.79
506,Student_506,2.5,55,45.0,D,Pass,39.5
507,Student_507,9.2,71,92.9,A,Pass,69.59
508,Student_508,8.4,75,88.2,B,Pass,68.28
509,Student_509,9.5,52,70.3,C,Pass,52.65
510,Student_510,7.5,90,98.0,A,Pass,77.5
511,Student_511,6.5,91,65.1,C,Pass,61.14999999999999
512,Student_512,4.8,63,99.0,A,Pass,69.36
513,Student_513,9.4,60,80.1,B,Pass,59.93
514,Student_514,8.8,67,78.1,B,Pass,60.90999999999999
515,Student_515,1.4,61,50.0,D,Pass,43.58
516,Student_516,1.2,72,92.9,A,Pass,68.28999999999999
517,Student_517,4.4,61,65.6,C,Pass,51.98
518,Student_518,8.3,62,49.7,D,Pass,45.11
519,Student_519,9.9,74,40.8,D,Pass,44.57999999999999
520,Student_520,2.4,94,73.6,C,Pass,65.48
521,Student_521,6.3,100,71.6,C,Pass,67.06
522,Student_522,4.4,68,83.2,B,Pass,62.88
523,Student_523,9.7,95,70.3,C,Pass,65.59
524,Student_524,8.6,85,44.8,D,Pass,49.62
525,Student_525,8.5,94,83.9,B,Pass,71.85000000000001
526,Student_526,5.2,57,51.2,D,Pass,43.74
527,Student_527,4.7,78,91.5,A,Pass,70.09
528,Student_528,3.5,81,89.1,B,Pass,69.55
529,Student_529,1.5,100,72.4,C,Pass,66.5
530,Student_530,8.8,93,82.6,B,Pass,70.96
531,Student_531,8.3,67,58.9,D,Pass,51.209999999999994
532,Student_532,10.0,55,68.3,C,Pass,52.65
533,Student_533,10.0,67,89.3,B,Pass,66.75
534,Student_534,6.0,68,67.6,C,Pass,55.4
535,Student_535,7.9,71,61.5,C,Pass,53.629999999999995
536,Student_536,9.5,86,70.3,C,Pass,62.85
537,Student_537,8.6,81,89.7,B,Pass,70.87
538,Student_538,3.2,90,60.1,C,Pass,57.69
539,Student_539,5.1,52,50.4,D,Pass,41.82
540,Student_540,2.2,77,82.7,B,Pass,64.89
541,Student_541,9.6,59,89.6,B,Pass,64.42
542,Student_542,6.5,100,46.0,D,Pass,54.3
543,Student_543,3.1,84,54.4,D,Pass,53.019999999999996
544,Student_544,7.0,78,48.5,D,Pass,49.05
545,Student_545,6.6,64,60.9,C,Pass,50.97
546,Student_546,4.2,82,67.0,C,Pass,58.94
547,Student_547,2.0,56,84.9,B,Pass,59.65
548,Student_548,7.0,61,79.1,B,Pass,59.24999999999999
549,Student_549,5.7,98,77.3,B,Pass,69.19
550,Student_550,8.0,79,61.1,C,Pass,55.85
551,Student_551,5.7,70,90.5,A,Pass,67.39
552,Student_552,8.7,80,68.3,C,Pass,59.89
553,Student_553,6.0,73,98.7,A,Pass,72.45
554,Student_554,6.0,69,78.0,B,Pass,60.900000000000006
555,Student_555,8.9,86,47.6,D,Pass,51.38
556,Student_556,4.6,53,80.6,B,Pass,57.12
557,Student_557,2.2,77,59.5,D,Pass,53.28999999999999
558,Student_558,1.3,93,81.2,B,Pass,68.76
559,Student_559,7.8,69,44.2,D,Pass,44.36
560,Student_560,6.6,73,50.5,D,Pass,48.47
561,Student_561,7.3,99,91.3,A,Pass,76.80999999999999
562,Student_562,2.9,98,53.6,D,Pass,56.78
563,Student_563,2.2,100,90.2,A,Pass,75.53999999999999
564,Student_564,1.1,81,56.8,D,Pass,52.92
565,Student_565,4.2,90,78.6,B,Pass,67.14
566,Student_566,6.3,85,81.6,B,Pass,67.56
567,Student_567,4.5,83,70.8,C,Pass,61.199999999999996
568,Student_568,4.9,85,70.3,C,Pass,61.629999999999995
569,Student_569,9.1,51,52.8,D,Pass,43.519999999999996
570,Student_570,4.1,64,42.0,D,Pass,41.02
571,Student_571,5.6,83,58.2,D,Pass,55.12
572,Student_572,8.1,85,79.2,B,Pass,66.72
573,Student_573,4.6,55,96.3,A,Pass,65.57000000000001
574,Student_574,6.6,88,92.3,A,Pass,73.86999999999999
575,Student_575,8.8,91,86.0,B,Pass,72.06
576,Student_576,9.5,100,87.3,B,Pass,75.55000000000001
577,Student_577,2.3,100,70.3,C,Pass,65.61
578,Student_578,9.3,61,55.6,D,Pass,47.96
579,Student_579,5.4,52,94.4,A,Pass,63.88
580,Student_580,3.3,94,80.2,B,Pass,68.96
581,Student_581,5.1,67,73.6,C,Pass,57.919999999999995
582,Student_582,9.8,89,46.7,D,Pass,52.01
583,Student_583,5.4,70,66.8,C,Pass,55.48
584,Student_584,4.0,64,67.6,C,Pass,53.8
585,Student_585,6.7,82,91.9,A,Pass,71.89
586,Student_586,3.2,84,72.8,C,Pass,62.239999999999995
587,Student_587,1.7,75,62.8,C,Pass,54.24
588,Student_588,2.2,57,98.6,A,Pass,66.83999999999999
589,Student_589,2.2,85,46.6,D,Pass,49.239999999999995
590,Student_590,2.4,97,65.4,C,Pass,62.279999999999994
591,Student_591,2.2,79,42.5,D,Pass,45.39
592,Student_592,6.8,72,84.4,B,Pass,65.16
593,Student_593,2.6,91,95.1,A,Pass,75.36999999999999
594,Student_594,4.1,93,56.8,D,Pass,57.12
595,Student_595,9.1,63,91.5,A,Pass,66.47
596,Student_596,5.3,63,57.5,D,Pass,48.71
597,Student_597,7.0,51,94.6,A,Pass,63.99999999999999
598,Student_598,2.6,86,85.2,B,Pass,68.92
599,Student_599,2.7,54,88.3,B,Pass,60.88999999999999
600,Student_600,1.4,87,41.1,D,Pass,46.93
601,Student_601,2.5,94,97.8,A,Pass,77.6
602,Student_602,3.5,90,83.6,B,Pass,69.5
603,Student_603,2.6,96,58.3,D,Pass,58.47
604,Student_604,1.8,63,89.8,B,Pass,64.16
605,Student_605,2.1,88,56.9,D,Pass,55.269999999999996
606,Student_606,5.1,74,92.4,A,Pass,69.42
607,Student_607,2.9,69,46.8,D,Pass,44.67999999999999
608,Student_608,4.3,51,82.2,B,Pass,57.26
609,Student_609,5.5,88,72.4,C,Pass,63.7
610,Student_610,7.2,55,45.8,D,Pass,40.839999999999996
611,Student_611,1.4,66,54.5,D,Pass,47.33
612,Student_612,8.2,74,70.3,C,Pass,58.989999999999995
613,Student_613,6.7,77,68.1,C,Pass,58.489999999999995
614,Student_614,1.7,51,58.1,D,Pass,44.690000000000005
615,Student_615,8.9,84,75.9,B,Pass,64.93
616,Student_616,9.3,86,57.8,D,Pass,56.56
617,Student_617,1.5,54,58.0,D,Pass,45.5
618,Student_618,3.5,50,84.6,B,Pass,58.0
619,Student_619,8.3,89,70.3,C,Pass,63.50999999999999
620,Student_620,7.7,61,94.2,A,Pass,66.94000000000001
621,Student_621,2.7,85,91.1,A,Pass,71.59
622,Student_622,2.9,94,80.1,B,Pass,68.83
623,Student_623,4.3,72,75.6,B,Pass,60.25999999999999
624,Student_624,5.4,96,70.3,C,Pass,65.03
625,Student_625,6.6,80,51.1,D,Pass,50.87
626,Student_626,4.3,60,44.7,D,Pass,41.21
627,Student_627,5.2,59,54.4,D,Pass,45.94
628,Student_628,7.7,52,87.7,B,Pass,60.99
629,Student_629,1.3,63,42.1,D,Pass,40.21
630,Student_630,3.3,65,75.0,B,Pass,57.66
631,Student_631,7.4,59,99.7,A,Pass,69.03
632,Student_632,9.1,78,70.3,C,Pass,60.37
633,Student_633,5.6,59,70.3,C,Pass,53.96999999999999
634,Student_634,5.8,61,43.8,D,Pass,41.36
635,Student_635,2.0,79,89.9,B,Pass,69.05000000000001
636,Student_636,5.0,90,75.9,B,Pass,65.95
637,Student_637,5.8,50,46.9,D,Pass,39.61
638,Student_638,3.2,54,45.6,D,Pass,39.64
639,Student_639,3.4,69,94.6,A,Pass,68.68
640,Student_640,4.4,57,80.2,B,Pass,58.080000000000005
641,Student_641,1.2,92,89.8,B,Pass,72.74
642,Student_642,3.9,61,92.7,A,Pass,65.43
643,Student_643,2.9,50,74.3,C,Pass,52.73
644,Student_644,3.9,69,71.0,C,Pass,56.980000000000004
645,Student_645,2.1,77,65.8,C,Pass,56.42
646,Student_646,9.0,92,59.0,D,Pass,58.89999999999999
647,Student_647,6.3,86,66.1,C,Pass,60.10999999999999
648,Student_648,7.1,96,86.4,B,Pass,73.42
649,Student_649,8.1,86,76.1,B,Pass,65.47
650,Student_650,5.5,61,93.6,A,Pass,66.19999999999999
651,Student_651,1.8,86,70.3,C,Pass,61.31
652,Student_652,5.8,98,76.4,B,Pass,68.75999999999999
653,Student_653,6.3,98,77.9,B,Pass,69.61
654,Student_654,7.7,93,75.5,B,Pass,67.19000000000001
655,Student_655,4.9,77,82.2,B,Pass,65.18
656,Student_656,2.1,96,54.2,D,Pass,56.32
657,Student_657,3.6,64,70.7,C,Pass,55.269999999999996
658,Student_658,4.3,55,46.3,D,Pass,40.51
659,Student_659,6.8,93,70.3,C,Pass,64.41
660,Student_660,6.1,69,69.3,C,Pass,56.56999999999999
661,Student_661,4.2,99,79.1,B,Pass,70.09
662,Student_662,9.9,63,97.0,A,Pass,69.38000000000001
663,Student_663,6.5,51,76.0,B,Pass,54.599999999999994
664,Student_664,3.1,58,84.6,B,Pass,60.31999999999999
665,Student_665,1.9,86,70.4,C,Pass,61.38
666,Student_666,2.4,69,78.0,B,Pass,60.18
667,Student_667,3.2,75,44.3,D,Pass,45.29
668,Student_668,2.4,78,70.3,C,Pass,59.029999999999994
669,Student_669,2.7,50,61.7,C,Pass,46.39
670,Student_670,3.6,84,68.3,C,Pass,60.06999999999999
671,Student_671,2.6,55,42.7,D,Pass,38.370000000000005
672,Student_672,9.1,86,48.4,D,Pass,51.82
673,Student_673,1.7,54,56.6,D,Pass,44.84
674,Student_674,5.7,82,70.3,C,Pass,60.89
675,Student_675,4.7,98,59.9,D,Pass,60.28999999999999
676,Student_676,9.8,100,68.9,C,Pass,66.41
677,Student_677,2.0,63,51.8,D,Pass,45.199999999999996
678,Student_678,4.6,61,76.6,B,Pass,57.519999999999996
679,Student_679,9.7,91,56.8,D,Pass,57.64
680,Student_680,8.8,69,52.4,D,Pass,48.66
681,Student_681,8.4,99,71.0,C,Pass,66.88000000000001
682,Student_682,3.3,73,40.3,D,Pass,42.709999999999994
683,Student_683,2.5,92,40.5,D,Pass,48.349999999999994
684,Student_684,7.0,83,53.1,D,Pass,52.85
685,Student_685,9.4,74,42.2,D,Pass,45.18
686,Student_686,6.0,99,46.5,D,Pass,54.150000000000006
687,Student_687,6.1,78,60.3,C,Pass,54.769999999999996
688,Student_688,3.5,88,88.2,B,Pass,71.2
689,Student_689,7.9,80,74.3,C,Pass,62.73
690,Student_690,2.7,96,70.8,C,Pass,64.74
691,Student_691,3.9,92,70.3,C,Pass,63.53
692,Student_692,4.8,99,95.9,A,Pass,78.61
693,Student_693,5.6,72,63.8,C,Pass,54.62
694,Student_694,3.2,93,45.2,D,Pass,51.14
695,Student_695,2.0,87,77.0,B,Pass,65.0
696,Student_696,6.5,69,46.8,D,Pass,45.39999999999999
697,Student_697,3.6,72,60.7,C,Pass,52.67
698,Student_698,6.2,94,70.3,C,Pass,64.58999999999999
699,Student_699,2.4,65,92.5,A,Pass,66.23
700,Student_700,5.3,99,69.6,C,Pass,65.56
701,Student_701,5.8,91,82.1,B,Pass,69.50999999999999
702,Student_702,1.5,57,99.6,A,Pass,67.19999999999999
703,Student_703,4.0,99,47.9,D,Pass,54.449999999999996
704,Student_704,2.2,70,56.5,D,Pass,49.69
705,Student_705,1.6,50,63.7,C,Pass,47.17
706,Student_706,9.9,57,65.3,C,Pass,51.73
707,Student_707,3.9,78,64.7,C,Pass,56.53
708,Student_708,8.3,81,94.5,A,Pass,73.21
709,Student_709,3.3,87,82.8,B,Pass,68.16
710,Student_710,7.1,54,76.5,B,Pass,55.870000000000005
711,Student_711,7.8,96,58.6,D,Pass,59.66
712,Student_712,6.4,71,89.4,B,Pass,67.28
713,Student_713,5.2,96,97.3,A,Pass,78.49
714,Student_714,4.7,83,89.3,B,Pass,70.49
715,Student_715,4.1,50,40.1,D,Pass,35.87
716,Student_716,9.4,75,78.2,B,Pass,63.480000000000004
717,Student_717,8.5,92,43.1,D,Pass,50.85
718,Student_718,9.7,59,55.5,D,Pass,47.39
719,Student_719,2.1,79,43.6,D,Pass,45.92
720,Student_720,7.6,99,76.2,B,Pass,69.32
721,Student_721,9.4,67,81.2,B,Pass,62.580000000000005
722,Student_722,2.6,66,46.9,D,Pass,43.77
723,Student_723,1.6,75,63.0,C,Pass,54.32
724,Student_724,7.7,57,67.4,C,Pass,52.339999999999996
725,Student_725,6.2,96,70.3,C,Pass,65.19
726,Student_726,8.6,89,47.3,D,Pass,52.06999999999999
727,Student_727,2.3,98,65.1,C,Pass,62.41
728,Student_728,8.2,61,85.1,B,Pass,62.489999999999995
729,Student_729,2.8,76,70.3,C,Pass,58.510000000000005
730,Student_730,2.5,57,44.8,D,Pass,40.0
731,Student_731,2.5,74,61.3,C,Pass,53.349999999999994
732,Student_732,8.3,95,96.5,A,Pass,78.41
733,Student_733,7.0,53,80.1,B,Pass,57.349999999999994
734,Student_734,5.7,82,80.7,B,Pass,66.09
735,Student_735,4.2,50,61.7,C,Pass,46.690000000000005
736,Student_736,8.9,68,75.6,B,Pass,59.98
737,Student_737,4.5,80,40.6,D,Pass,45.199999999999996
738,Student_738,8.3,65,78.2,B,Pass,60.260000000000005
739,Student_739,5.0,63,94.8,A,Pass,67.3
740,Student_740,4.4,97,76.8,B,Pass,68.38
741,Student_741,5.2,54,92.4,A,Pass,63.440000000000005
742,Student_742,3.7,90,83.4,B,Pass,69.44
743,Student_743,7.7,75,47.2,D,Pass,47.64
744,Student_744,5.5,77,94.1,A,Pass,71.24999999999999
745,Student_745,3.1,51,44.0,D,Pass,37.919999999999995
746,Student_746,9.1,99,72.0,C,Pass,67.52
747,Student_747,4.5,55,48.5,D,Pass,41.65
748,Student_748,5.9,58,40.7,D,Pass,38.93
749,Student_749,9.2,82,65.3,C,Pass,59.09
750,Student_750,6.6,90,57.7,D,Pass,57.17
751,Student_751,2.1,74,69.2,C,Pass,57.22
752,Student_752,9.5,97,74.6,C,Pass,68.3
753,Student_753,6.6,62,42.6,D,Pass,41.22
754,Student_754,4.0,58,47.4,D,Pass,41.89999999999999
755,Student_755,2.3,62,73.5,C,Pass,55.809999999999995
756,Student_756,8.1,80,60.6,C,Pass,55.919999999999995
757,Student_757,6.6,90,83.8,B,Pass,70.22
758,Student_758,5.8,60,79.1,B,Pass,58.709999999999994
759,Student_759,9.0,53,90.7,A,Pass,63.05
760,Student_760,8.1,83,81.5,B,Pass,67.27000000000001
761,Student_761,2.4,87,65.8,C,Pass,59.48
762,Student_762,3.8,95,80.4,B,Pass,69.46000000000001
763,Student_763,3.2,53,56.5,D,Pass,44.79
764,Student_764,7.7,87,58.4,D,Pass,56.839999999999996
765,Student_765,1.3,68,87.3,B,Pass,64.31
766,Student_766,6.1,55,66.8,C,Pass,51.12
767,Student_767,7.9,83,87.9,B,Pass,70.42999999999999
768,Student_768,8.9,67,89.3,B,Pass,66.53
769,Student_769,4.1,62,91.5,A,Pass,65.16999999999999
770,Student_770,8.4,90,95.0,A,Pass,76.18
771,Student_771,2.0,72,65.9,C,Pass,54.949999999999996
772,Student_772,8.6,68,59.1,D,Pass,51.67
773,Student_773,2.1,94,74.9,C,Pass,66.07000000000001
774,Student_774,4.6,60,62.3,C,Pass,50.07
775,Student_775,8.2,50,76.1,B,Pass,54.69
776,Student_776,2.3,73,82.3,B,Pass,63.51
777,Student_777,3.1,56,81.3,B,Pass,58.07
778,Student_778,7.5,74,62.5,C,Pass,54.95
779,Student_779,7.5,70,50.0,D,Pass,47.5
780,Student_780,6.8,64,65.8,C,Pass,53.459999999999994
781,Student_781,7.2,50,48.6,D,Pass,40.739999999999995
782,Student_782,5.9,61,93.4,A,Pass,66.18
783,Student_783,3.3,56,60.8,C,Pass,47.86
784,Student_784,4.1,64,49.3,D,Pass,44.669999999999995
785,Student_785,2.6,70,41.5,D,Pass,42.27
786,Student_786,9.2,68,78.7,B,Pass,61.59
787,Student_787,6.3,78,78.2,B,Pass,63.76
788,Student_788,4.6,74,60.4,C,Pass,53.32
789,Student_789,5.2,82,44.3,D,Pass,47.79
790,Student_790,9.5,98,64.6,C,Pass,63.599999999999994
791,Student_791,2.4,81,58.7,D,Pass,54.13
792,Student_792,6.3,98,80.6,B,Pass,70.96
793,Student_793,5.6,84,76.3,B,Pass,64.47
794,Student_794,6.5,93,61.9,C,Pass,60.14999999999999
795,Student_795,1.2,87,53.1,D,Pass,52.89
796,Student_796,8.8,75,99.3,A,Pass,73.91000000000001
797,Student_797,9.4,60,67.2,C,Pass,53.480000000000004
798,Student_798,6.1,84,81.3,B,Pass,67.07
799,Student_799,7.3,57,48.4,D,Pass,42.76
800,Student_800,9.3,95,69.1,C,Pass,64.91
801,Student_801,7.4,63,41.7,D,Pass,41.23
802,Student_802,2.4,59,70.3,C,Pass,53.32999999999999
803,Student_803,6.2,51,97.8,A,Pass,65.44
804,Student_804,6.5,95,63.1,C,Pass,61.349999999999994
805,Student_805,4.8,58,42.3,D,Pass,39.51
806,Student_806,7.6,52,41.9,D,Pass,38.07
807,Student_807,9.4,70,63.3,C,Pass,54.53
808,Student_808,9.3,75,49.6,D,Pass,49.16
809,Student_809,5.1,57,41.4,D,Pass,38.82
810,Student_810,2.0,97,85.4,B,Pass,72.2
811,Student_811,9.9,51,67.5,C,Pass,51.029999999999994
812,Student_812,8.6,55,57.4,D,Pass,46.92
813,Student_813,2.1,77,94.0,A,Pass,70.52
814,Student_814,9.3,78,47.0,D,Pass,48.76
815,Student_815,8.8,75,97.4,A,Pass,72.96000000000001
816,Student_816,5.7,74,58.8,D,Pass,52.739999999999995
817,Student_817,6.3,61,93.3,A,Pass,66.21000000000001
818,Student_818,4.6,54,76.2,B,Pass,55.22
819,Student_819,1.5,83,70.3,C,Pass,60.349999999999994
820,Student_820,4.0,97,99.0,A,Pass,79.39999999999999
821,Student_821,8.2,86,57.3,D,Pass,56.09
822,Student_822,1.0,64,97.7,A,Pass,68.25
823,Student_823,4.0,93,63.4,C,Pass,60.39999999999999
824,Student_824,4.6,85,63.1,C,Pass,57.97
825,Student_825,5.8,64,60.4,C,Pass,50.559999999999995
826,Student_826,9.3,92,72.5,C,Pass,65.71
827,Student_827,4.1,97,49.2,D,Pass,54.52
828,Student_828,4.1,72,70.3,C,Pass,57.57
829,Student_829,7.6,55,72.5,C,Pass,54.27
830,Student_830,5.1,95,85.7,B,Pass,72.36999999999999
831,Student_831,3.0,99,90.0,A,Pass,75.3
832,Student_832,5.1,93,70.3,C,Pass,64.07
833,Student_833,2.3,92,58.1,D,Pass,57.11
834,Student_834,2.6,94,55.6,D,Pass,56.52
835,Student_835,5.5,70,51.7,D,Pass,47.95
836,Student_836,4.8,72,43.5,D,Pass,44.309999999999995
837,Student_837,9.2,92,60.5,C,Pass,59.69
838,Student_838,4.3,65,56.2,D,Pass,48.46
839,Student_839,6.2,96,98.0,A,Pass,79.03999999999999
840,Student_840,6.7,64,73.5,C,Pass,57.290000000000006
841,Student_841,1.1,74,60.8,C,Pass,52.81999999999999
842,Student_842,7.0,85,74.8,C,Pass,64.3
843,Student_843,2.6,60,48.4,D,Pass,42.720000000000006
844,Student_844,9.6,100,66.6,C,Pass,65.22
845,Student_845,2.3,64,77.6,B,Pass,58.46
846,Student_846,4.7,53,69.3,C,Pass,51.489999999999995
847,Student_847,1.8,70,64.1,C,Pass,53.41
848,Student_848,10.0,62,99.6,A,Pass,70.39999999999999
849,Student_849,5.5,71,92.8,A,Pass,68.8
850,Student_850,6.4,68,70.3,C,Pass,56.83
851,Student_851,1.6,83,74.2,C,Pass,62.32
852,Student_852,7.7,63,77.2,B,Pass,59.04
853,Student_853,2.9,53,52.1,D,Pass,42.53
854,Student_854,9.1,97,63.7,C,Pass,62.77
855,Student_855,2.8,95,42.4,D,Pass,50.260000000000005
856,Student_856,2.7,76,68.5,C,Pass,57.589999999999996
857,Student_857,1.3,78,72.6,C,Pass,59.959999999999994
858,Student_858,5.2,96,53.7,D,Pass,56.69
859,Student_859,6.1,77,97.8,A,Pass,73.22
860,Student_860,1.6,84,94.6,A,Pass,72.82
861,Student_861,8.0,57,83.3,B,Pass,60.35
862,Student_862,5.1,65,72.0,C,Pass,56.52
863,Student_863,5.7,91,92.2,A,Pass,74.54
864,Student_864,5.0,85,47.8,D,Pass,50.4
865,Student_865,4.6,79,87.4,B,Pass,68.32000000000001
866,Student_866,6.0,67,47.5,D,Pass,45.05
867,Student_867,2.4,51,87.7,B,Pass,59.629999999999995
868,Student_868,2.6,98,56.5,D,Pass,58.17
869,Student_869,8.8,62,92.6,A,Pass,66.66
870,Student_870,9.5,53,96.6,A,Pass,66.1
871,Student_871,4.4,75,48.9,D,Pass,47.830000000000005
872,Student_872,3.4,74,67.8,C,Pass,56.779999999999994
873,Student_873,6.8,79,98.9,A,Pass,74.51
874,Student_874,4.7,60,69.0,C,Pass,53.44
875,Student_875,1.2,56,91.8,A,Pass,62.940000000000005
876,Student_876,2.4,80,70.3,C,Pass,59.629999999999995
877,Student_877,7.4,93,62.5,C,Pass,60.629999999999995
878,Student_878,6.9,59,57.1,D,Pass,47.63
879,Student_879,1.2,88,52.2,D,Pass,52.74
880,Student_880,3.0,62,85.7,B,Pass,62.050000000000004
881,Student_881,3.1,80,63.2,C,Pass,56.22
882,Student_882,7.0,56,70.7,C,Pass,53.550000000000004
883,Student_883,1.2,98,69.5,C,Pass,64.39
884,Student_884,1.9,91,74.6,C,Pass,64.97999999999999
885,Student_885,8.2,91,91.9,A,Pass,74.89
886,Student_886,2.6,85,98.8,A,Pass,75.42
887,Student_887,6.9,69,64.5,C,Pass,54.330000000000005
888,Student_888,3.1,53,89.7,B,Pass,61.37
889,Student_889,1.9,56,70.3,C,Pass,52.330000000000005
890,Student_890,3.2,50,74.4,C,Pass,52.84
891,Student_891,7.5,93,97.4,A,Pass,78.1
892,Student_892,8.7,94,52.0,D,Pass,55.940000000000005
893,Student_893,8.5,91,46.6,D,Pass,52.300000000000004
894,Student_894,4.6,96,91.2,A,Pass,75.32000000000001
895,Student_895,7.0,62,66.3,C,Pass,53.15
896,Student_896,2.8,71,90.8,A,Pass,67.26
897,Student_897,3.6,70,93.6,A,Pass,68.52
898,Student_898,9.1,71,43.7,D,Pass,44.970000000000006
899,Student_899,1.1,77,93.0,A,Pass,69.82
900,Student_900,1.8,58,66.9,C,Pass,51.21
901,Student_901,2.9,75,70.6,C,Pass,58.379999999999995
902,Student_902,1.2,58,77.6,B,Pass,56.44
903,Student_903,2.6,64,95.6,A,Pass,67.52
904,Student_904,6.2,59,41.1,D,Pass,39.49
905,Student_905,4.8,73,68.6,C,Pass,57.16
906,Student_906,9.0,91,70.3,C,Pass,64.25
907,Student_907,8.4,57,83.4,B,Pass,60.48
908,Student_908,4.1,73,81.6,B,Pass,63.519999999999996
909,Student_909,3.3,65,48.1,D,Pass,44.209999999999994
910,Student_910,4.4,98,58.0,D,Pass,59.28
911,Student_911,6.3,75,70.3,C,Pass,58.91
912,Student_912,3.4,76,88.3,B,Pass,67.63000000000001
913,Student_913,6.6,86,56.7,D,Pass,55.470000000000006
914,Student_914,4.7,53,52.6,D,Pass,43.14
915,Student_915,6.0,99,97.4,A,Pass,79.60000000000001
916,Student_916,4.9,73,40.5,D,Pass,43.129999999999995
917,Student_917,3.7,68,70.3,C,Pass,56.29
918,Student_918,9.5,85,80.6,B,Pass,67.7
919,Student_919,7.9,88,89.7,B,Pass,72.83
920,Student_920,2.3,59,57.7,D,Pass,47.01
921,Student_921,8.8,74,40.9,D,Pass,44.41
922,Student_922,5.4,67,84.3,B,Pass,63.33
923,Student_923,9.1,68,70.3,C,Pass,57.37
924,Student_924,8.2,85,84.4,B,Pass,69.34
925,Student_925,4.8,59,70.3,C,Pass,53.809999999999995
926,Student_926,1.2,82,85.2,B,Pass,67.44
927,Student_927,3.4,99,86.1,B,Pass,73.43
928,Student_928,5.9,54,79.5,B,Pass,57.13
929,Student_929,6.7,96,70.3,C,Pass,65.28999999999999
930,Student_930,3.3,98,90.8,A,Pass,75.46
931,Student_931,2.3,84,76.8,B,Pass,64.05999999999999
932,Student_932,8.5,93,45.3,D,Pass,52.25
933,Student_933,9.9,83,69.3,C,Pass,61.529999999999994
934,Student_934,5.7,82,44.7,D,Pass,48.09
935,Student_935,2.5,70,64.5,C,Pass,53.75
936,Student_936,3.5,66,64.4,C,Pass,52.7
937,Student_937,1.2,71,44.0,D,Pass,43.54
938,Student_938,9.2,97,60.9,C,Pass,61.39
939,Student_939,2.1,86,46.7,D,Pass,49.57000000000001
940,Student_940,6.2,64,88.5,B,Pass,64.69
941,Student_941,3.5,84,96.9,A,Pass,74.35000000000001
942,Student_942,6.0,77,44.3,D,Pass,46.45
943,Student_943,6.9,56,97.3,A,Pass,66.83
944,Student_944,8.5,81,71.4,C,Pass,61.7
945,Student_945,2.9,60,58.0,D,Pass,47.58
946,Student_946,1.1,59,44.6,D,Pass,40.22
947,Student_947,2.2,58,70.0,C,Pass,52.839999999999996
948,Student_948,9.1,63,87.7,B,Pass,64.57
949,Student_949,8.9,62,82.4,B,Pass,61.58
950,Student_950,6.4,74,43.0,D,Pass,44.980000000000004
951,Student_951,6.4,51,70.3,C,Pass,51.73
952,Student_952,7.0,84,64.2,C,Pass,58.699999999999996
953,Student_953,2.6,56,57.7,D,Pass,46.17000000000001
954,Student_954,9.2,70,53.9,D,Pass,49.790000000000006
955,Student_955,4.8,67,56.9,D,Pass,49.51
956,Student_956,4.4,52,88.2,B,Pass,60.580000000000005
957,Student_957,5.7,91,95.8,A,Pass,76.34
958,Student_958,1.4,88,64.3,C,Pass,58.83
959,Student_959,2.5,90,94.4,A,Pass,74.7
960,Student_960,7.6,98,59.3,D,Pass,60.57
961,Student_961,1.7,60,68.6,C,Pass,52.64
962,Student_962,6.4,88,53.6,D,Pass,54.480000000000004
963,Student_963,3.2,73,78.4,B,Pass,61.74
964,Student_964,4.5,95,98.7,A,Pass,78.75
965,Student_965,3.6,68,76.2,B,Pass,59.22
966,Student_966,4.2,53,61.5,C,Pass,47.49
967,Student_967,7.5,75,78.9,B,Pass,63.45
968,Student_968,3.7,87,47.4,D,Pass,50.54
969,Student_969,6.1,91,93.3,A,Pass,75.17
970,Student_970,5.3,81,70.2,C,Pass,60.46000000000001
971,Student_971,7.0,88,67.0,C,Pass,61.3
972,Student_972,9.4,94,70.3,C,Pass,65.22999999999999
973,Student_973,7.6,95,77.5,B,Pass,68.77
974,Student_974,2.9,85,44.3,D,Pass,48.23
975,Student_975,1.3,89,81.0,B,Pass,67.46000000000001
976,Student_976,3.4,86,54.5,D,Pass,53.73
977,Student_977,6.4,82,82.8,B,Pass,67.28
978,Student_978,1.5,85,89.4,B,Pass,70.5
979,Student_979,5.5,52,88.2,B,Pass,60.800000000000004
980,Student_980,6.4,58,73.2,C,Pass,55.28
981,Student_981,4.0,57,71.2,C,Pass,53.5
982,Student_982,7.9,82,48.6,D,Pass,50.48
983,Student_983,2.0,55,86.5,B,Pass,60.15
